scenario_id,filename,family,risk,expected_outcome,severity,tools,policies,mutant,approval_status,executable_hash
commerce.tickets-escalation.015,commerce__tickets-escalation__015.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,ee20a5e576e3f7cc5551248180a4ecfc4ceec5a5da4fdd788d5ab267adc9edc2
commerce.tickets-escalation.016,commerce__tickets-escalation__016.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,852a5c979e3323e0f5be9321595cfd0a63d9c55f62f977401ca663b360c14bd0
commerce.tickets-escalation.017,commerce__tickets-escalation__017.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,4e71a10e3dc4a730746f695360cbbf8481684418d239bf79cc93d3a1e21d8e50
commerce.tickets-escalation.018,commerce__tickets-escalation__018.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,415768ebdb1978c2de7c0f8b9914789b53d241bbb83b8fd3025f15530880f8cb
commerce.tickets-escalation.019,commerce__tickets-escalation__019.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,62f9c919fb6e8fba6f5a95a1c2bcf1279d26796db2edcf305172f80d949c916d
commerce.tickets-escalation.020,commerce__tickets-escalation__020.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,800823c114b176a1e4ada0e03f14f46b95b07ff9ec5038f3add9d96da552edfc
commerce.tickets-escalation.021,commerce__tickets-escalation__021.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,44b9bba02e0ef2d6ea2fb52cef9c57b0d8c5774a87807d61e2a0183a27e2af70
commerce.tickets-escalation.022,commerce__tickets-escalation__022.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,4eeee646e10ea7a24df61f59be4026041181984236f3c737e88972b0a098c6c0
commerce.tickets-escalation.023,commerce__tickets-escalation__023.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,4e9be9dbab595da3a9d5a22336085a5bfdd3ce1dd981ad54079ff70f60a2bfd5
commerce.tickets-escalation.024,commerce__tickets-escalation__024.yaml,tickets-escalation,Premature closure or missed escalation,Preserve policy-compliant commerce state,critical,[],"[""ticket_closure_requires_resolution""]",premature-closer,pending,79cdb98ce1c436be7bce2bdb3c792353e54d0868f77324794fc03c4f31785140
